Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Credit_Score,Type,Currency,Lender_Name,Lender_Min_Credit_Score,Restricted_Type,Favorite_Type,Lender_Currency
LP002519,Male,Yes,3+,Graduate,No,100,360,1,Semiurban,Y,620,Auto Parts:O.E.M.,Dollar,"Crona, Wintheiser and Kohler",314,n/a,Auto Parts:O.E.M.,Dollar
LP002522,Female,No,0,Graduate,Yes,93,360,,Urban,Y,580,Oil & Gas Production,Euro,Lakin-Kris,446,Electric Utilities: Central,Oil & Gas Production,Euro
LP002524,Male,No,2,Graduate,No,162,360,1,Rural,Y,530,n/a,Yuan Renminbi,Leuschke-Thompson,402,Electric Utilities: Central,n/a,Yuan Renminbi
LP002527,Male,Yes,2,Graduate,Yes,150,360,1,Rural,Y,570,n/a,Yuan Renminbi,Ankunding-Ferry,741,n/a,n/a,Yuan Renminbi
LP002529,Male,Yes,2,Graduate,No,230,300,1,Semiurban,Y,640,n/a,Rupiah,Grant Inc,774,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,Rupiah
LP002530,,Yes,2,Graduate,No,132,360,0,Semiurban,N,690,n/a,Yuan Renminbi,Fritsch-Zieme,945,Major Chemicals,n/a,Yuan Renminbi
LP002531,Male,Yes,1,Graduate,Yes,86,360,1,Semiurban,Y,740,Major Banks,Zloty,Crist-Rempel,469,Real Estate,Major Banks,Zloty
LP002533,Male,Yes,2,Graduate,No,,360,1,Urban,N,790,Life Insurance,Euro,Ratke and Sons,949,n/a,Life Insurance,Euro
LP002534,Female,No,0,Not Graduate,No,154,360,1,Rural,Y,830,Newspapers/Magazines,Yuan Renminbi,Wolff Group,384,Electronic Components,Newspapers/Magazines,Yuan Renminbi
LP002536,Male,Yes,3+,Not Graduate,No,113,360,1,Rural,Y,870,Savings Institutions,Dong,"Feil, Kulas and Price",782,Computer Software: Prepackaged Software,Savings Institutions,Dong
LP002537,Male,Yes,0,Graduate,No,128,360,1,Semiurban,Y,300,n/a,Yuan Renminbi,Fisher-Mertz,608,Major Pharmaceuticals,n/a,Yuan Renminbi
LP002541,Male,Yes,0,Graduate,No,234,360,1,Semiurban,Y,350,Telecommunications Equipment,Yuan Renminbi,"Cassin, Pouros and Green",659,Finance Companies,Telecommunications Equipment,Yuan Renminbi
LP002543,Male,Yes,2,Graduate,No,246,360,1,Semiurban,Y,400,Other Transportation,Rand,Mante LLC,489,Real Estate Investment Trusts,Other Transportation,Rand
LP002544,Male,Yes,1,Not Graduate,No,131,360,1,Rural,Y,450,n/a,Rupiah,"Tillman, Schaden and Weimann",635,Rental/Leasing Companies,n/a,Rupiah
LP002545,Male,No,2,Graduate,No,80,360,0,Rural,N,500,Electric Utilities: Central,Real,Funk Group,449,Investment Bankers/Brokers/Service,Electric Utilities: Central,Real
LP002547,Male,Yes,1,Graduate,No,500,360,1,Urban,N,550,n/a,Kyat,Kohler and Sons,346,Real Estate Investment Trusts,n/a,Kyat
LP002555,Male,Yes,2,Graduate,Yes,160,360,1,Semiurban,Y,600,n/a,Yuan Renminbi,Leuschke Inc,591,Medical Specialities,n/a,Yuan Renminbi
LP002556,Male,No,0,Graduate,No,75,360,1,Urban,N,650,Transportation Services,Yuan Renminbi,Hirthe-Klocko,571,Electronic Components,Transportation Services,Yuan Renminbi
LP002560,Male,No,0,Not Graduate,No,96,360,,Semiurban,Y,700,Biotechnology: Biological Products (No Diagnostic Substances),Rupiah,Goldner-Abshire,811,Containers/Packaging,Biotechnology: Biological Products (No Diagnostic Substances),Rupiah
LP002562,Male,Yes,1,Not Graduate,No,186,360,,Urban,Y,750,Major Chemicals,Escudo,"Harris, Witting and Torphy",312,Major Banks,Major Chemicals,Escudo
LP002571,Male,No,0,Not Graduate,No,110,360,1,Rural,Y,800,Computer Communications Equipment,Rupiah,Schroeder-Schuster,371,Biotechnology: Biological Products (No Diagnostic Substances),Computer Communications Equipment,Rupiah
LP002582,Female,No,0,Not Graduate,Yes,225,360,1,Semiurban,Y,640,n/a,Dollar,Nienow LLC,379,RETAIL: Building Materials,n/a,Dollar
LP002585,Male,Yes,0,Graduate,No,119,360,0,Rural,N,690,Multi-Sector Companies,Yuan Renminbi,Reynolds Group,443,Semiconductors,Multi-Sector Companies,Yuan Renminbi
LP002586,Female,Yes,1,Graduate,No,105,84,1,Semiurban,Y,740,"Computer Software: Programming, Data Processing",Euro,"Donnelly, Treutel and Miller",367,Real Estate,"Computer Software: Programming, Data Processing",Euro
LP002587,Male,Yes,0,Not Graduate,No,107,360,1,Rural,Y,790,n/a,Baht,Bartell Inc,591,Electric Utilities: Central,n/a,Baht
LP002588,Male,Yes,0,Graduate,No,111,12,,Urban,Y,830,Major Pharmaceuticals,Peso,Swaniawski-Barton,932,Investment Bankers/Brokers/Service,Major Pharmaceuticals,Peso
LP002600,Male,Yes,1,Graduate,Yes,95,360,1,Semiurban,Y,870,Computer Software: Prepackaged Software,Euro,"Flatley, Green and Howell",435,Specialty Chemicals,Computer Software: Prepackaged Software,Euro
LP002602,Male,No,0,Graduate,No,209,360,0,Rural,N,500,n/a,Rupiah,King LLC,466,Forest Products,n/a,Rupiah
LP002603,Female,No,0,Graduate,No,113,480,1,Rural,Y,550,Major Pharmaceuticals,Forint,Gutmann and Sons,429,Package Goods/Cosmetics,Major Pharmaceuticals,Forint
LP002606,Female,No,0,Graduate,No,100,360,1,Semiurban,Y,600,Paints/Coatings,Yuan Renminbi,"Prosacco, Erdman and Wisoky",574,RETAIL: Building Materials,Paints/Coatings,Yuan Renminbi
LP002615,Male,Yes,2,Graduate,No,208,360,1,Semiurban,Y,650,Major Banks,Yuan Renminbi,Schamberger Group,578,n/a,Major Banks,Yuan Renminbi
LP002618,Male,Yes,1,Not Graduate,No,138,360,,Rural,N,700,Integrated oil Companies,Yuan Renminbi,Zemlak-Smitham,929,Industrial Machinery/Components,Integrated oil Companies,Yuan Renminbi
LP002619,Male,Yes,0,Not Graduate,No,124,300,1,Semiurban,Y,750,Auto Manufacturing,Rupiah,"Hansen, Grady and Carroll",364,Power Generation,Auto Manufacturing,Rupiah
LP002622,Male,Yes,2,Graduate,No,243,360,1,Rural,Y,800,Department/Specialty Retail Stores,Yuan Renminbi,"Kunde, Hansen and Raynor",758,Computer Software: Prepackaged Software,Department/Specialty Retail Stores,Yuan Renminbi
LP002624,Male,Yes,0,Graduate,No,480,360,,Urban,Y,850,Electric Utilities: Central,Euro,Beahan and Sons,747,Aluminum,Electric Utilities: Central,Euro
LP002625,,No,0,Graduate,No,96,360,1,Urban,N,780,"Computer Software: Programming, Data Processing",Yuan Renminbi,"Krajcik, Cummings and Rempel",339,Major Pharmaceuticals,"Computer Software: Programming, Data Processing",Yuan Renminbi
LP002626,Male,Yes,0,Graduate,Yes,188,360,1,Urban,Y,620,n/a,Peso,"Kuhn, Feeney and Weber",352,Apparel,n/a,Peso
LP002634,Female,No,1,Graduate,No,40,360,1,Urban,Y,580,n/a,Gourde,Borer-Waelchi,656,Real Estate Investment Trusts,n/a,Gourde
LP002637,Male,No,0,Not Graduate,No,100,360,1,Rural,N,530,Publishing,Euro,Streich and Sons,901,Auto Parts:O.E.M.,Publishing,Euro
LP002640,Male,Yes,1,Graduate,No,250,360,1,Semiurban,Y,651,Investment Bankers/Brokers/Service,Ruble,Koelpin-Durgan,763,n/a,Investment Bankers/Brokers/Service,Ruble
LP002643,Male,Yes,2,Graduate,No,148,360,1,Urban,Y,701,Professional Services,Yuan Renminbi,Powlowski-Corwin,300,n/a,Professional Services,Yuan Renminbi
LP002648,Male,Yes,0,Graduate,No,70,180,1,Semiurban,N,350,Property-Casualty Insurers,Hryvnia,Purdy-Langworth,659,Real Estate Investment Trusts,Property-Casualty Insurers,Hryvnia
LP002652,Male,No,0,Graduate,No,311,360,1,Rural,N,400,Telecommunications Equipment,Yuan Renminbi,Towne-Connelly,367,Semiconductors,Telecommunications Equipment,Yuan Renminbi
LP002659,Male,Yes,3+,Graduate,No,150,360,1,Rural,Y,450,Major Pharmaceuticals,Euro,"Schimmel, Rogahn and Senger",635,Electric Utilities: Central,Major Pharmaceuticals,Euro
LP002670,Female,Yes,2,Graduate,No,113,480,1,Semiurban,Y,500,n/a,Euro,"Kling, Balistreri and Huels",308,Telecommunications Equipment,n/a,Euro
LP002682,Male,Yes,,Not Graduate,No,123,360,0,Semiurban,N,550,n/a,Ariary,"Conroy, Emard and Ruecker",668,Computer Software: Prepackaged Software,n/a,Ariary
LP002683,Male,No,0,Graduate,No,185,360,1,Semiurban,N,450,n/a,Yuan Renminbi,Ebert Group,310,Major Banks,n/a,Yuan Renminbi
LP002684,Female,No,0,Not Graduate,No,95,360,1,Rural,N,500,n/a,Real,"Kemmer, Davis and Jones",644,EDP Services,n/a,Real
LP002689,Male,Yes,2,Not Graduate,No,45,360,1,Semiurban,Y,550,n/a,Sol,Stroman-Lynch,769,Medical/Dental Instruments,n/a,Sol
LP002690,Male,No,0,Graduate,No,55,360,1,Semiurban,Y,600,Farming/Seeds/Milling,Yuan Renminbi,Reilly LLC,625,n/a,Farming/Seeds/Milling,Yuan Renminbi
LP002692,Male,Yes,3+,Graduate,Yes,100,360,1,Rural,Y,650,n/a,Yuan Renminbi,Braun-Bednar,740,Computer Communications Equipment,n/a,Yuan Renminbi
LP002693,Male,Yes,2,Graduate,Yes,480,360,1,Rural,Y,700,Coal Mining,Litas,"Cruickshank, Kihn and Bins",709,n/a,Coal Mining,Litas
LP002697,Male,No,0,Graduate,No,,360,1,Semiurban,N,750,n/a,Yuan Renminbi,Jacobs LLC,745,n/a,n/a,Yuan Renminbi
LP002699,Male,Yes,2,Graduate,Yes,400,360,1,Rural,Y,800,Natural Gas Distribution,Bolivar,"Nicolas, Waters and Blanda",505,Electric Utilities: Central,Natural Gas Distribution,Bolivar
LP002705,Male,Yes,0,Graduate,No,110,360,1,Semiurban,Y,850,Forest Products,Rial,"Purdy, Hermann and Mraz",300,n/a,Forest Products,Rial
LP002706,Male,Yes,1,Not Graduate,No,161,360,0,Semiurban,Y,780,Professional Services,Rupiah,Keeling-Heaney,326,Major Banks,Professional Services,Rupiah
LP002714,Male,No,1,Not Graduate,No,94,360,1,Semiurban,Y,620,Computer Software: Prepackaged Software,Baht,"Schmitt, Schimmel and Schroeder",396,Real Estate Investment Trusts,Computer Software: Prepackaged Software,Baht
LP002716,Male,No,0,Not Graduate,No,130,360,1,Semiurban,Y,580,Trucking Freight/Courier Services,Ruble,Willms-Spencer,403,n/a,Trucking Freight/Courier Services,Ruble
LP002717,Male,Yes,0,Graduate,No,216,360,,Rural,Y,530,Major Banks,Yuan Renminbi,O'Kon and Sons,759,Steel/Iron Ore,Major Banks,Yuan Renminbi
LP002720,Male,Yes,3+,Graduate,No,100,360,1,Urban,Y,570,Oil Refining/Marketing,Yuan Renminbi,Kohler Group,929,Electrical Products,Oil Refining/Marketing,Yuan Renminbi
LP002723,Male,No,2,Graduate,No,110,360,0,Rural,N,640,Agricultural Chemicals,Franc,Casper LLC,506,Coal Mining,Agricultural Chemicals,Franc
LP002729,Male,No,1,Graduate,No,196,360,,Semiurban,N,690,n/a,Lev,"Raynor, Walker and Rutherford",519,Telecommunications Equipment,n/a,Lev
LP002731,Female,No,0,Not Graduate,Yes,125,360,1,Urban,Y,740,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Ouguiya,O'Hara LLC,669,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Ouguiya
LP002732,Male,No,0,Not Graduate,,126,360,1,Rural,Y,790,Major Banks,Rupiah,Hauck Inc,395,Metal Fabrications,Major Banks,Rupiah
LP002734,Male,Yes,0,Graduate,No,324,360,1,Urban,Y,830,Television Services,Zloty,"Becker, Balistreri and Nienow",861,Auto Manufacturing,Television Services,Zloty
LP002738,Male,No,2,Graduate,No,107,360,1,Semiurban,Y,870,n/a,Peso,"Murray, Spinka and Nienow",775,n/a,n/a,Peso
LP002739,Male,Yes,0,Not Graduate,No,66,360,1,Rural,N,300,Steel/Iron Ore,Yuan Renminbi,"Rice, Farrell and McClure",578,n/a,Steel/Iron Ore,Yuan Renminbi
LP002740,Male,Yes,3+,Graduate,No,157,180,1,Rural,Y,350,Medical/Dental Instruments,Zloty,McDermott LLC,356,Packaged Foods,Medical/Dental Instruments,Zloty
LP002741,Female,Yes,1,Graduate,No,140,180,1,Semiurban,Y,400,Major Banks,Yuan Renminbi,Bergstrom Group,814,Packaged Foods,Major Banks,Yuan Renminbi
LP002743,Female,No,0,Graduate,No,99,360,0,Semiurban,N,450,Real Estate Investment Trusts,Krona,Hills-Dickens,346,n/a,Real Estate Investment Trusts,Krona
LP002753,Female,No,1,Graduate,,95,360,1,Semiurban,Y,500,Business Services,Yuan Renminbi,Senger Group,642,Other Consumer Services,Business Services,Yuan Renminbi
LP002755,Male,Yes,1,Not Graduate,No,128,360,1,Urban,Y,550,Business Services,Yuan Renminbi,"Rogahn, Wiza and DuBuque",787,n/a,Business Services,Yuan Renminbi
LP002757,Female,Yes,0,Not Graduate,No,102,360,,Semiurban,Y,600,Major Banks,Shekel,Goyette-Hackett,855,Construction/Ag Equipment/Trucks,Major Banks,Shekel
LP002767,Male,Yes,0,Graduate,No,155,360,1,Rural,Y,650,Major Pharmaceuticals,Yuan Renminbi,"Bauch, Feeney and Schulist",716,Telecommunications Equipment,Major Pharmaceuticals,Yuan Renminbi
LP002768,Male,No,0,Not Graduate,No,80,36,1,Semiurban,N,700,Medical Specialities,Rupiah,"Auer, Wiza and Roob",621,Major Banks,Medical Specialities,Rupiah
LP002772,Male,No,0,Graduate,No,145,360,1,Rural,Y,750,n/a,Sol,Davis-Boyer,449,Major Pharmaceuticals,n/a,Sol
LP002776,Female,No,0,Graduate,No,103,360,0,Semiurban,N,800,Major Pharmaceuticals,Hryvnia,Jacobs and Sons,742,Textiles,Major Pharmaceuticals,Hryvnia
LP002777,Male,Yes,0,Graduate,No,110,360,1,Rural,Y,850,Homebuilding,Peso,Hansen-Brekke,918,Computer Communications Equipment,Homebuilding,Peso
LP002778,Male,Yes,2,Graduate,Yes,,360,0,Rural,N,780,n/a,Yuan Renminbi,"Gulgowski, Block and Cassin",910,Restaurants,n/a,Yuan Renminbi
LP002784,Male,Yes,1,Not Graduate,No,,360,1,Rural,Y,620,Business Services,Denar,"Goldner, Terry and Block",776,Telecommunications Equipment,Business Services,Denar
LP002785,Male,Yes,1,Graduate,No,158,360,1,Urban,Y,580,Major Banks,Ruble,Abshire LLC,350,Environmental Services,Major Banks,Ruble
LP002788,Male,Yes,0,Not Graduate,No,181,360,0,Urban,N,530,n/a,Euro,"Schoen, Crona and Veum",547,n/a,n/a,Euro
LP002789,Male,Yes,0,Graduate,No,132,180,0,Rural,N,570,Industrial Machinery/Components,Baht,Hodkiewicz LLC,364,n/a,Industrial Machinery/Components,Baht
LP002792,Male,Yes,1,Graduate,No,26,360,1,Semiurban,Y,640,n/a,Yen,Beer and Sons,926,Property-Casualty Insurers,n/a,Yen
LP002794,Female,No,0,Graduate,No,84,360,,Urban,Y,690,n/a,Ruble,"Willms, Mayert and Abbott",465,Biotechnology: Biological Products (No Diagnostic Substances),n/a,Ruble
LP002795,Male,Yes,3+,Graduate,Yes,260,360,1,Semiurban,Y,740,Diversified Commercial Services,Bolivar,"Bartell, Boyle and Spencer",660,Professional Services,Diversified Commercial Services,Bolivar
LP002798,Male,Yes,0,Graduate,No,162,360,1,Semiurban,Y,790,Construction/Ag Equipment/Trucks,Pula,"Bartoletti, Rippin and Maggio",811,"Computer Software: Programming, Data Processing",Construction/Ag Equipment/Trucks,Pula
LP002804,Female,Yes,0,Graduate,No,182,360,1,Semiurban,Y,830,Real Estate Investment Trusts,Yuan Renminbi,"Rau, Predovic and Hayes",921,Major Banks,Real Estate Investment Trusts,Yuan Renminbi
LP002807,Male,Yes,2,Not Graduate,No,108,360,1,Semiurban,Y,870,Industrial Specialties,Euro,Weber-Hahn,913,n/a,Industrial Specialties,Euro
LP002813,Female,Yes,1,Graduate,Yes,600,360,1,Semiurban,Y,301,Homebuilding,Zloty,Kling LLC,575,Broadcasting,Homebuilding,Zloty
LP002820,Male,Yes,0,Graduate,No,211,360,1,Rural,Y,351,Major Banks,Yuan Renminbi,"Ruecker, Willms and Gusikowski",651,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Major Banks,Yuan Renminbi
LP002821,Male,No,0,Not Graduate,Yes,132,360,1,Semiurban,Y,401,Marine Transportation,Peso,"Kuphal, Hickle and Considine",417,Semiconductors,Marine Transportation,Peso
LP002832,Male,Yes,2,Graduate,No,258,360,0,Urban,N,451,n/a,Euro,Kihn and Sons,503,n/a,n/a,Euro
LP002833,Male,Yes,0,Not Graduate,No,120,360,,Rural,Y,501,n/a,Peso,"Senger, Boyer and Murray",722,Business Services,n/a,Peso
LP002836,Male,No,0,Graduate,No,70,360,1,Urban,Y,551,Business Services,Rupiah,Wolf-Heller,752,n/a,Business Services,Rupiah
LP002837,Male,Yes,3+,Graduate,No,123,360,0,Rural,N,601,Semiconductors,Baht,Harvey-Parker,507,Computer peripheral equipment,Semiconductors,Baht
LP002840,Female,No,0,Graduate,No,9,360,1,Urban,N,651,Services-Misc. Amusement & Recreation,Yuan Renminbi,Will-Prohaska,618,Electric Utilities: Central,Services-Misc. Amusement & Recreation,Yuan Renminbi
LP002841,Male,Yes,0,Graduate,No,104,360,0,Urban,N,701,Marine Transportation,Franc,Bruen-Frami,743,Auto Manufacturing,Marine Transportation,Franc
LP002842,Male,Yes,1,Graduate,No,186,360,1,Urban,Y,800,Radio And Television Broadcasting And Communications Equipment,Peso,"Dickens, Stoltenberg and Kuhn",911,Television Services,Radio And Television Broadcasting And Communications Equipment,Peso
LP002847,Male,Yes,,Graduate,No,165,360,0,Urban,N,850,Real Estate Investment Trusts,Yuan Renminbi,"Hilll, Roberts and Daniel",419,Major Pharmaceuticals,Real Estate Investment Trusts,Yuan Renminbi
LP002855,Male,Yes,2,Graduate,No,275,360,1,Urban,Y,780,n/a,Shilling,Leuschke-Prosacco,545,Accident &Health Insurance,n/a,Shilling
LP002862,Male,Yes,2,Not Graduate,No,187,480,1,Semiurban,N,620,Business Services,Yuan Renminbi,Lakin Group,911,Industrial Specialties,Business Services,Yuan Renminbi
LP002863,Male,Yes,3+,Graduate,No,150,360,1,Semiurban,N,580,Business Services,Yuan Renminbi,Rogahn LLC,610,Pollution Control Equipment,Business Services,Yuan Renminbi
LP002868,Male,Yes,2,Graduate,No,108,84,1,Urban,Y,530,"Computer Software: Programming, Data Processing",Yen,Rolfson LLC,725,n/a,"Computer Software: Programming, Data Processing",Yen
LP002872,,Yes,0,Graduate,No,136,360,0,Semiurban,N,570,Diversified Commercial Services,Peso,"Haley, West and Wilkinson",502,Property-Casualty Insurers,Diversified Commercial Services,Peso
LP002874,Male,No,0,Graduate,No,110,360,1,Urban,Y,640,n/a,Baht,Price Inc,610,Clothing/Shoe/Accessory Stores,n/a,Baht
LP002877,Male,Yes,1,Graduate,No,107,360,1,Rural,Y,690,n/a,Ruble,"Ruecker, Wiza and Gulgowski",586,Semiconductors,n/a,Ruble
LP002888,Male,No,0,Graduate,,161,360,1,Urban,Y,740,Major Pharmaceuticals,Ruble,Denesik-Ratke,891,Natural Gas Distribution,Major Pharmaceuticals,Ruble
LP002892,Male,Yes,2,Graduate,No,205,360,1,Semiurban,Y,790,Real Estate,Yen,Rohan-Hyatt,565,n/a,Real Estate,Yen
LP002893,Male,No,0,Graduate,No,90,360,1,Urban,N,830,Major Pharmaceuticals,Kuna,Hand-Fahey,412,n/a,Major Pharmaceuticals,Kuna
LP002894,Female,Yes,0,Graduate,No,36,360,1,Semiurban,Y,870,Oil Refining/Marketing,Yuan Renminbi,Weimann LLC,573,Computer Software: Prepackaged Software,Oil Refining/Marketing,Yuan Renminbi
LP002898,Male,Yes,1,Graduate,No,61,360,,Rural,N,300,Newspapers/Magazines,Ruble,Nikolaus and Sons,684,Business Services,Newspapers/Magazines,Ruble
LP002911,Male,Yes,1,Graduate,No,146,360,0,Rural,N,350,Business Services,Yuan Renminbi,Welch-Rice,621,Investment Bankers/Brokers/Service,Business Services,Yuan Renminbi
LP002912,Male,Yes,1,Graduate,No,172,84,1,Rural,N,400,EDP Services,Colon,Walter-DuBuque,622,Electrical Products,EDP Services,Colon
LP002916,Male,Yes,0,Graduate,No,104,360,1,Urban,Y,450,n/a,Yuan Renminbi,Jacobi-Aufderhar,847,Building Materials,n/a,Yuan Renminbi
LP002917,Female,No,0,Not Graduate,No,70,360,1,Semiurban,Y,500,Industrial Machinery/Components,Kuna,Cremin Inc,488,Electrical Products,Industrial Machinery/Components,Kuna
LP002925,,No,0,Graduate,No,94,360,1,Semiurban,Y,550,Air Freight/Delivery Services,Rupiah,Kassulke-Johnson,820,Investment Managers,Air Freight/Delivery Services,Rupiah
LP002926,Male,Yes,2,Graduate,Yes,106,360,0,Semiurban,N,600,Multi-Sector Companies,Peso,"Corkery, Mayer and Skiles",825,Other Specialty Stores,Multi-Sector Companies,Peso
LP002928,Male,Yes,0,Graduate,No,56,180,1,Semiurban,Y,650,n/a,Peso,Schmitt-Metz,578,Computer Software: Prepackaged Software,n/a,Peso
LP002931,Male,Yes,2,Graduate,Yes,205,240,1,Semiurban,N,700,Natural Gas Distribution,Hryvnia,Mann-Bartell,534,Computer Manufacturing,Natural Gas Distribution,Hryvnia
LP002933,,No,3+,Graduate,Yes,292,360,1,Semiurban,Y,750,Building Materials,Euro,Auer-McLaughlin,539,Biotechnology: Biological Products (No Diagnostic Substances),Building Materials,Euro
LP002936,Male,Yes,0,Graduate,No,142,180,1,Rural,Y,800,Real Estate Investment Trusts,Peso,"Lockman, Larkin and Mante",413,Department/Specialty Retail Stores,Real Estate Investment Trusts,Peso
LP002938,Male,Yes,0,Graduate,Yes,260,360,1,Urban,Y,850,n/a,Yuan Renminbi,Senger-McCullough,667,Television Services,n/a,Yuan Renminbi
LP002940,Male,No,0,Not Graduate,No,110,360,1,Rural,Y,780,n/a,Yuan Renminbi,O'Reilly LLC,742,Metal Fabrications,n/a,Yuan Renminbi
LP002941,Male,Yes,2,Not Graduate,Yes,187,360,1,Rural,N,620,n/a,Naira,Krajcik LLC,771,Electrical Products,n/a,Naira
LP002943,Male,No,,Graduate,No,88,360,0,Semiurban,N,580,n/a,Euro,Feeney-Durgan,383,Television Services,n/a,Euro
LP002945,Male,Yes,0,Graduate,Yes,180,360,1,Rural,Y,530,Major Chemicals,Baht,Pouros LLC,686,n/a,Major Chemicals,Baht
LP002948,Male,Yes,2,Graduate,No,192,360,1,Urban,Y,570,Other Specialty Stores,Peso,Bednar-Kulas,698,Medical/Dental Instruments,Other Specialty Stores,Peso
LP002949,Female,No,3+,Graduate,,350,180,,Urban,N,640,Business Services,Peso,Ward Group,581,Savings Institutions,Business Services,Peso
LP002950,Male,Yes,0,Not Graduate,,155,360,1,Rural,Y,690,Restaurants,Krone,"Skiles, Little and Monahan",377,Homebuilding,Restaurants,Krone
LP002953,Male,Yes,3+,Graduate,No,128,360,1,Urban,Y,740,Life Insurance,Euro,Kautzer-Bergstrom,354,Specialty Chemicals,Life Insurance,Euro
LP002958,Male,No,0,Graduate,No,172,360,1,Rural,Y,790,Military/Government/Technical,Krona,Morissette Group,864,Computer Software: Prepackaged Software,Military/Government/Technical,Krona
LP002959,Female,Yes,1,Graduate,No,496,360,1,Semiurban,Y,830,Business Services,Yuan Renminbi,Wyman Inc,477,Medical Specialities,Business Services,Yuan Renminbi
LP002960,Male,Yes,0,Not Graduate,No,,180,1,Urban,N,870,n/a,Zloty,Hand LLC,568,Major Banks,n/a,Zloty
LP002961,Male,Yes,1,Graduate,No,173,360,1,Semiurban,Y,301,Banks,Franc,Bartell LLC,891,Oil Refining/Marketing,Banks,Franc
LP002964,Male,Yes,2,Not Graduate,No,157,360,1,Rural,Y,351,Business Services,Yuan Renminbi,"King, Conn and Tillman",609,Major Pharmaceuticals,Business Services,Yuan Renminbi
LP002974,Male,Yes,0,Graduate,No,108,360,1,Rural,Y,401,n/a,Yuan Renminbi,"Sawayn, Rau and Kertzmann",784,Automotive Aftermarket,n/a,Yuan Renminbi
LP002978,Female,No,0,Graduate,No,71,360,1,Rural,Y,451,Biotechnology: Biological Products (No Diagnostic Substances),Peso,Mohr Group,748,Shoe Manufacturing,Biotechnology: Biological Products (No Diagnostic Substances),Peso
LP002979,Male,Yes,3+,Graduate,No,40,180,1,Rural,Y,501,Rental/Leasing Companies,Yuan Renminbi,Gusikowski-Becker,621,EDP Services,Rental/Leasing Companies,Yuan Renminbi
LP002983,Male,Yes,1,Graduate,No,253,360,1,Urban,Y,551,n/a,Lev,Grimes Group,431,n/a,n/a,Lev
LP002984,Male,Yes,2,Graduate,No,187,360,1,Urban,Y,601,n/a,Shekel,Blanda Inc,768,Catalog/Specialty Distribution,n/a,Shekel
LP002990,Female,No,0,Graduate,Yes,133,360,0,Semiurban,N,651,Natural Gas Distribution,Peso,Aufderhar LLC,713,Major Banks,Natural Gas Distribution,Peso
,,,,,,,,,,,,Environmental Services,Pound,"Lesch, Konopelski and Collins",608,n/a,Environmental Services,Pound
,,,,,,,,,,,,Commercial Banks,Euro,Renner-Douglas,302,Natural Gas Distribution,Commercial Banks,Euro
,,,,,,,,,,,,n/a,Boliviano,Schiller-Dicki,660,Broadcasting,n/a,Boliviano
,,,,,,,,,,,,Farming/Seeds/Milling,Peso,Boyer LLC,308,Other Specialty Stores,Farming/Seeds/Milling,Peso
,,,,,,,,,,,,Precious Metals,Sol,Gulgowski Inc,421,n/a,Precious Metals,Sol
,,,,,,,,,,,,Major Banks,Dollar,D'Amore-Reichert,509,Telecommunications Equipment,Major Banks,Dollar
,,,,,,,,,,,,n/a,Cordoba,"Donnelly, Champlin and Pfeffer",313,Investment Bankers/Brokers/Service,n/a,Cordoba
,,,,,,,,,,,,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi,Kub LLC,389,Life Insurance,Biotechnology: Biological Products (No Diagnostic Substances),Yuan Renminbi
,,,,,,,,,,,,Hotels/Resorts,Kyat,Rutherford Group,590,Major Banks,Hotels/Resorts,Kyat
,,,,,,,,,,,,Radio And Television Broadcasting And Communications Equipment,Yuan Renminbi,"Swaniawski, Heaney and Pagac",423,Savings Institutions,Radio And Television Broadcasting And Communications Equipment,Yuan Renminbi
,,,,,,,,,,,,n/a,Yuan Renminbi,Hackett-Fay,572,n/a,n/a,Yuan Renminbi
,,,,,,,,,,,,Savings Institutions,Rupiah,Kshlerin-Padberg,400,Industrial Specialties,Savings Institutions,Rupiah
,,,,,,,,,,,,Industrial Machinery/Components,Peso,"Harris, Heathcote and Collier",525,Computer Communications Equipment,Industrial Machinery/Components,Peso
,,,,,,,,,,,,Major Pharmaceuticals,Euro,Will LLC,653,Broadcasting,Major Pharmaceuticals,Euro
,,,,,,,,,,,,Major Banks,Shilling,Swaniawski LLC,859,Medical/Dental Instruments,Major Banks,Shilling
,,,,,,,,,,,,Major Chemicals,Euro,O'Reilly Inc,628,Major Pharmaceuticals,Major Chemicals,Euro
,,,,,,,,,,,,n/a,Krona,Schuster-Dicki,669,Electric Utilities: Central,n/a,Krona
,,,,,,,,,,,,Homebuilding,Yuan Renminbi,Jakubowski-Larkin,643,Medical/Dental Instruments,Homebuilding,Yuan Renminbi
,,,,,,,,,,,,Biotechnology: Commercial Physical & Biological Resarch,Euro,"Schneider, Schumm and Hills",379,Apparel,Biotechnology: Commercial Physical & Biological Resarch,Euro
,,,,,,,,,,,,Major Pharmaceuticals,Real,"Braun, Little and Zboncak",451,Restaurants,Major Pharmaceuticals,Real
